lv_HTGL3,ygrid_0,xgrid_0,UGRD_P0_L103_GLC0,VGRD_P0_L103_GLC0,gridlat_0,gridlon_0,station,org_lat,org_lon,speed,dir
10.0,103,336,-1.7035486,3.5426292,28.79523,-96.3304,twdb105,28.795,-96.332,8.793279928498269,154.31844329833984
10.0,102,333,-2.4135485,2.9526293,28.682169,-96.70327,twdb106,28.682,-96.704,8.530703859882355,140.73663330078125
10.0,102,334,-2.3235486,3.3026292,28.683495,-96.578575,twdb107,28.683,-96.58,9.03298369009018,144.87189483642578
10.0,102,335,-2.0735486,3.6426294,28.684717,-96.45387,twdb108,28.684,-96.455,9.376048028984071,150.3495330810547
10.0,102,336,-1.8635485,3.8326292,28.68584,-96.32917,twdb109,28.685,-96.33,9.533107808294297,154.0694808959961
10.0,102,337,-1.8735485,3.9926293,28.686863,-96.20447,twdb110,28.686,-96.206,9.865710384035111,154.86161041259766
10.0,101,333,-2.6935484,3.0426292,28.572767,-96.701706,twdb111,28.572,-96.703,9.090015659122468,138.4824981689453
10.0,101,334,-2.7035484,3.3626294,28.574091,-96.577126,twdb112,28.574,-96.578,9.651677301778793,141.20077514648438
10.0,101,335,-2.4335485,3.7026293,28.575314,-96.45254,twdb113,28.575,-96.454,9.91134086587906,146.6851348876953
10.0,101,336,-2.1435485,3.8626294,28.576435,-96.32795,twdb114,28.576,-96.329,9.88178382499695,150.97212982177734
10.0,101,337,-2.0635486,3.9126294,28.577457,-96.20336,twdb115,28.577,-96.205,9.894990094327927,152.19252014160156
10.0,101,338,-1.9235486,3.9226294,28.578379,-96.07877,twdb116,28.578,-96.08,9.772909168920517,153.87796783447266
10.0,101,339,-1.6835486,3.8226292,28.579199,-95.95418,twdb117,28.579,-95.955,9.343565150384904,156.23052978515625
10.0,100,332,-2.9035485,3.3626294,28.461931,-96.82461,twdb118,28.462,-96.826,9.93812566752434,139.190185546875
10.0,100,333,-2.8135486,3.2826293,28.463352,-96.70014,twdb119,28.463,-96.701,9.671166175613404,139.40005493164062
10.0,100,334,-2.9335485,3.3026292,28.464676,-96.575676,twdb120,28.464,-96.577,9.881367829113007,138.3870391845703
10.0,100,335,-2.7235484,3.4726293,28.465897,-96.45121,twdb121,28.465,-96.452,9.8721999198246,141.8932647705078
10.0,100,336,-2.4035485,3.5026293,28.467018,-96.32674,twdb122,28.467,-96.328,9.502508644390106,145.54159545898438
10.0,100,337,-2.1935484,3.4226294,28.468039,-96.202255,twdb123,28.468,-96.203,9.09366255637169,147.34436798095703
10.0,100,338,-1.9035486,3.3326292,28.468958,-96.07778,twdb124,28.469,-96.079,8.585279853215217,150.26564025878906
10.0,100,339,-1.6535486,3.3126292,28.469778,-95.9533,twdb125,28.469,-95.954,8.282037520303726,153.47323608398438
10.0,99,333,-3.1135485,3.7326293,28.353926,-96.698586,twdb126,28.354,-96.7,10.873163882484437,140.1670379638672
10.0,99,334,-3.1635485,3.3926294,28.355246,-96.574234,twdb127,28.355,-96.575,10.37659812907219,137.0011749267578
10.0,99,335,-2.9635484,3.2026293,28.356466,-96.449875,twdb128,28.356,-96.451,9.76071408958435,137.2204132080078
10.0,99,336,-2.5935485,3.1026294,28.357586,-96.325516,twdb129,28.357,-96.327,9.045872095899583,140.1071014404297
10.0,99,337,-2.2835486,3.0126293,28.358606,-96.20116,twdb130,28.358,-96.202,8.456262996435166,142.83816528320312
10.0,99,338,-1.9535486,3.0126293,28.359526,-96.07679,twdb131,28.359,-96.078,8.031918928427697,147.03849029541016
10.0,99,339,-1.7535485,3.0926294,28.360346,-95.95242,twdb132,28.36,-95.954,7.952719178733826,150.44638061523438
10.0,98,334,-3.6335485,3.3626294,28.245804,-96.57279,twdb133,28.245,-96.574,11.074536823339463,132.7823944091797
10.0,98,335,-3.3035486,3.0526292,28.247025,-96.44855,twdb134,28.247,-96.45,10.061750044326782,132.73934936523438
10.0,98,336,-2.8635485,2.9426293,28.248144,-96.3243,twdb135,28.248,-96.326,9.18480512123108,135.78033447265625
10.0,115,346,-2.4535484,2.5126293,30.112461,-95.08305,twdb136,30.112,-95.084,7.855834804019929,135.68161010742188
10.0,115,347,-2.0535486,2.8226292,30.112476,-94.95683,twdb137,30.112,-94.958,7.808265674691201,143.96297454833984
